urn,group,author,title
urn:cts:latinLit:phi1017.phi001,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Hercules Furens
urn:cts:latinLit:phi1017.phi002,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Troades Furens
urn:cts:latinLit:phi1017.phi003,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Phoenissae
urn:cts:latinLit:phi1017.phi004,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Medea
urn:cts:latinLit:phi1017.phi005,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Phaedra
urn:cts:latinLit:phi1017.phi006,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Oedipus
urn:cts:latinLit:phi1017.phi007,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Agamemnon
urn:cts:latinLit:phi1017.phi008,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Thyestes
urn:cts:latinLit:phi1017.phi009,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Hercules Oetaeus
urn:cts:latinLit:phi1017.phi010,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Octavia
urn:cts:latinLit:phi1017.phi011,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Apocolocyntosis
urn:cts:latinLit:phi1017.phi013,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",De Beneficiis
urn:cts:latinLit:phi1017.phi014,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",De Clementia
urn:cts:latinLit:phi1017.phi015,urn:cts:latinLit:phi1017,"Seneca, Lucius Annaeus",Epistulae
urn:cts:latinLit:phi1020.phi001,urn:cts:latinLit:phi1020,"Statius, P. Papinius (Publius Papinius)",Thebais
urn:cts:latinLit:phi1020.phi002,urn:cts:latinLit:phi1020,"Statius, P. Papinius (Publius Papinius)",Silvae
urn:cts:latinLit:phi1020.phi003,urn:cts:latinLit:phi1020,"Statius, P. Papinius (Publius Papinius)",Achilleis
urn:cts:latinLit:phi1035.phi001,urn:cts:latinLit:phi1035,"Valerius Flaccus, Gaius",Argonautica
urn:cts:latinLit:phi1038.phi001,urn:cts:latinLit:phi1038,Valerius Maximus,Facta et Dicta Memorabilia
urn:cts:latinLit:phi1056.phi001,urn:cts:latinLit:phi1056,Vitruvius Pollio,On Architecture
urn:cts:latinLit:phi1103.phi001,urn:cts:latinLit:phi1103,Priaepia,Priapeia
urn:cts:latinLit:phi1212.phi001,urn:cts:latinLit:phi1212,Apuleius,Apologia
urn:cts:latinLit:phi1212.phi002,urn:cts:latinLit:phi1212,Apuleius,Metamorphoses
urn:cts:latinLit:phi1212.phi003,urn:cts:latinLit:phi1212,Apuleius,Florida
urn:cts:latinLit:phi1242.phi001,urn:cts:latinLit:phi1242,"Florus, Lucius Annaeus",Epitome Rerum Romanorum
urn:cts:latinLit:phi1254.phi001,urn:cts:latinLit:phi1254,"Gellius, Aulus",Noctes Atticae
urn:cts:latinLit:phi1276.phi001,urn:cts:latinLit:phi1276,Juvenal,Saturae
urn:cts:latinLit:phi1294.phi002,urn:cts:latinLit:phi1294,Martial,Epigrammata
urn:cts:latinLit:phi1318.phi001,urn:cts:latinLit:phi1318,"Pliny, the Younger",Epistulae
urn:cts:latinLit:phi1345.phi001,urn:cts:latinLit:phi1345,"Silius Italicus, Tiberius Catius",Punica
urn:cts:latinLit:phi1348.abo011,urn:cts:latinLit:phi1348,Suetonius,Divus Julius
urn:cts:latinLit:phi1348.abo012,urn:cts:latinLit:phi1348,Suetonius,Divus Augustus
urn:cts:latinLit:phi1348.abo013,urn:cts:latinLit:phi1348,Suetonius,Tiberius
urn:cts:latinLit:phi1348.abo014,urn:cts:latinLit:phi1348,Suetonius,Caligula
urn:cts:latinLit:phi1348.abo015,urn:cts:latinLit:phi1348,Suetonius,Divus Claudius
urn:cts:latinLit:phi1348.abo016,urn:cts:latinLit:phi1348,Suetonius,Nero
urn:cts:latinLit:phi1348.abo017,urn:cts:latinLit:phi1348,Suetonius,Galba
urn:cts:latinLit:phi1348.abo018,urn:cts:latinLit:phi1348,Suetonius,Otho
urn:cts:latinLit:phi1348.abo019,urn:cts:latinLit:phi1348,Suetonius,Vitellius
urn:cts:latinLit:phi1348.abo020,urn:cts:latinLit:phi1348,Suetonius,Divus Vespasianus
urn:cts:latinLit:phi1348.abo021,urn:cts:latinLit:phi1348,Suetonius,Divus Titus
urn:cts:latinLit:phi1348.abo022,urn:cts:latinLit:phi1348,Suetonius,Domitianus
urn:cts:latinLit:phi1351.phi001,urn:cts:latinLit:phi1351,"Tacitus, Cornelius",Agricola
urn:cts:latinLit:phi1351.phi002,urn:cts:latinLit:phi1351,"Tacitus, Cornelius",Germania
urn:cts:latinLit:phi1351.phi004,urn:cts:latinLit:phi1351,"Tacitus, Cornelius",Historiae
urn:cts:latinLit:phi2003.phi001,urn:cts:latinLit:phi2003,Apicius,De Re Coquinaria
urn:cts:latinLit:phi2003.phi002,urn:cts:latinLit:phi2003,Apicius,Brevis Ciborum. Excerpta.
urn:cts:latinLit:phi2003.phi003,urn:cts:latinLit:phi2003,Apicius,Brevis Pimentorum. Excerpta.
urn:cts:latinLit:phi2003.phi004,urn:cts:latinLit:phi2003,Apicius,Appendicula.
urn:cts:latinLit:phi2331.phi001,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,De Vita Hadriani
urn:cts:latinLit:phi2331.phi002,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Helius
urn:cts:latinLit:phi2331.phi003,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Antoninus Pius
urn:cts:latinLit:phi2331.phi004,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Marcus Antoninus Philosophus
urn:cts:latinLit:phi2331.phi005,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Verus
urn:cts:latinLit:phi2331.phi006,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Avidius Casius
urn:cts:latinLit:phi2331.phi007,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Commodus Antoninus
urn:cts:latinLit:phi2331.phi008,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Pertinax
urn:cts:latinLit:phi2331.phi009,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Didius Julianus
urn:cts:latinLit:phi2331.phi010,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Severus
urn:cts:latinLit:phi2331.phi011,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Pescennius Niger
urn:cts:latinLit:phi2331.phi012,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Clodinus Albinus
urn:cts:latinLit:phi2331.phi013,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Antoninus Caracalla
urn:cts:latinLit:phi2331.phi014,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Antoninus Geta
urn:cts:latinLit:phi2331.phi015,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Opilius Macrinus
urn:cts:latinLit:phi2331.phi016,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Diadumenus Antoninus
urn:cts:latinLit:phi2331.phi017,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Antoninus Heliogobalus
urn:cts:latinLit:phi2331.phi018,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Alexander Severus
urn:cts:latinLit:phi2331.phi019,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Maximini Duo
urn:cts:latinLit:phi2331.phi020,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Gordiani Tres
urn:cts:latinLit:phi2331.phi021,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Maximus et Balbinus
urn:cts:latinLit:phi2331.phi022,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Valeriani Duo
urn:cts:latinLit:phi2331.phi023,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Gallieni Duo
urn:cts:latinLit:phi2331.phi024,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Tyranni Triginta
urn:cts:latinLit:phi2331.phi025,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Divus Claudius
urn:cts:latinLit:phi2331.phi026,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Divus Aurelianus
urn:cts:latinLit:phi2331.phi027,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Tacitus
urn:cts:latinLit:phi2331.phi028,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Probus
urn:cts:latinLit:phi2331.phi029,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,"Firmus Saturninus, Proculus et Bonosus"
urn:cts:latinLit:phi2331.phi030,urn:cts:latinLit:phi2331,Scriptores Historiae Augustae,Carus et Carinus et Numerianus
urn:cts:latinLit:phi9500.phi035,urn:cts:latinLit:phi9500,Anonymous,Epitaphium Ennodii
urn:cts:latinLit:stoa0007.stoa002,urn:cts:latinLit:stoa0007,"Adamnan, Saint",De Locis Santis
urn:cts:latinLit:stoa0022.stoa014,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",Apologia Altera Prophetae David
urn:cts:latinLit:stoa0022.stoa015,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",Apologia Prophetae David Ad Theodosium Augustum
urn:cts:latinLit:stoa0022.stoa019,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",De Benedictionibus Patriarcharum Liber Unus
urn:cts:latinLit:stoa0022.stoa021,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",De Cain et Abel
urn:cts:latinLit:stoa0022.stoa025,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",De Helia et Ieiunio
urn:cts:latinLit:stoa0022.stoa029,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",De Fuga Saeculi
urn:cts:latinLit:stoa0022.stoa032,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",De Interpellatione Iob et David
urn:cts:latinLit:stoa0022.stoa034,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",De Iacob
urn:cts:latinLit:stoa0022.stoa035,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",De Joseph
urn:cts:latinLit:stoa0022.stoa038,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",De Nabuthae
urn:cts:latinLit:stoa0022.stoa039,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",De Noe
urn:cts:latinLit:stoa0022.stoa042,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",De Paradiso
urn:cts:latinLit:stoa0022.stoa044,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",De Tobia
urn:cts:latinLit:stoa0022.stoa048,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",Explanatio Psalmorum XII
urn:cts:latinLit:stoa0022.stoa051,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",Expositio Evangelii secundum Lucan
urn:cts:latinLit:stoa0022.stoa052,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",Expositio Psalmi CXVIII
urn:cts:latinLit:stoa0022.stoa054,urn:cts:latinLit:stoa0022,"Ambrose, Saint, Bishop of Milan",Exameron
urn:cts:latinLit:stoa0022a.stoa001,urn:cts:latinLit:stoa0022a,Ambrosiaster,Pseudo-Augustini Quaestiones Veteris et Novi Testamenti CXXVII
urn:cts:latinLit:stoa0023.stoa001,urn:cts:latinLit:stoa0023,Ammianus Marcellinus,Res Gestae
urn:cts:latinLit:stoa0028e.stoa001,urn:cts:latinLit:stoa0028e,Anonymous pilgrim of Piacenza,Itinerarium
urn:cts:latinLit:stoa0034.stoa001,urn:cts:latinLit:stoa0034,Arnobius of Sicca,Arnobii adversus nationes Libri VII
urn:cts:latinLit:stoa0040.stoa001,urn:cts:latinLit:stoa0040,Augustine,Confessiones
urn:cts:latinLit:stoa0040.stoa001a,urn:cts:latinLit:stoa0040,Augustine,Adnotationes in Iob
urn:cts:latinLit:stoa0040.stoa003,urn:cts:latinLit:stoa0040,Augustine,De civitate dei
urn:cts:latinLit:stoa0040.stoa006,urn:cts:latinLit:stoa0040,Augustine,De Fide et Symbolo
urn:cts:latinLit:stoa0040.stoa011,urn:cts:latinLit:stoa0040,Augustine,Epistulae
urn:cts:latinLit:stoa0040.stoa014a,urn:cts:latinLit:stoa0040,Augustine,Breviculus Collationis cum Donatistis
urn:cts:latinLit:stoa0040.stoa015b,urn:cts:latinLit:stoa0040,Augustine,Commonitorium
urn:cts:latinLit:stoa0040.stoa016,urn:cts:latinLit:stoa0040,Augustine,Contra Academicos
urn:cts:latinLit:stoa0040.stoa017,urn:cts:latinLit:stoa0040,Augustine,Contra Adimantum
urn:cts:latinLit:stoa0040.stoa019,urn:cts:latinLit:stoa0040,Augustine,Contra Cresconium
urn:cts:latinLit:stoa0040.stoa020,urn:cts:latinLit:stoa0040,Augustine,Epistula ad Catholicos de Secta Donatistarum
urn:cts:latinLit:stoa0040.stoa021,urn:cts:latinLit:stoa0040,Augustine,Contra Duas Epistulas Pelegianorum
urn:cts:latinLit:stoa0040.stoa021a,urn:cts:latinLit:stoa0040,Augustine,Contra epistulam fundamenti
urn:cts:latinLit:stoa0040.stoa023,urn:cts:latinLit:stoa0040,Augustine,Contra Epistulam Parmeniani
urn:cts:latinLit:stoa0040.stoa024,urn:cts:latinLit:stoa0040,Augustine,Contra Faustum
urn:cts:latinLit:stoa0040.stoa024b,urn:cts:latinLit:stoa0040,Augustine,Contra Fortunatum
urn:cts:latinLit:stoa0040.stoa025,urn:cts:latinLit:stoa0040,Augustine,Contra Gaudentium Donatistarum Episcopum
urn:cts:latinLit:stoa0040.stoa027,urn:cts:latinLit:stoa0040,Augustine,Contra Litteras Petiliani
urn:cts:latinLit:stoa0040.stoa029,urn:cts:latinLit:stoa0040,Augustine,Contra Mendacium
urn:cts:latinLit:stoa0040.stoa029a,urn:cts:latinLit:stoa0040,Augustine,Contra Partem Donati Post Gesta
urn:cts:latinLit:stoa0040.stoa031,urn:cts:latinLit:stoa0040,Augustine,Contra Secundinum
urn:cts:latinLit:stoa0040.stoa031a,urn:cts:latinLit:stoa0040,Augustine,Contra Felicem
urn:cts:latinLit:stoa0040.stoa032,urn:cts:latinLit:stoa0040,Augustine,De agone christiano
urn:cts:latinLit:stoa0040.stoa033,urn:cts:latinLit:stoa0040,Augustine,De Natura et Origine Animae
urn:cts:latinLit:stoa0040.stoa033a,urn:cts:latinLit:stoa0040,Augustine,De Baptismo
urn:cts:latinLit:stoa0040.stoa034,urn:cts:latinLit:stoa0040,Augustine,De Beata Vita
urn:cts:latinLit:stoa0040.stoa035,urn:cts:latinLit:stoa0040,Augustine,De bono coniugali
urn:cts:latinLit:stoa0040.stoa035a,urn:cts:latinLit:stoa0040,Augustine,De Bono Viduitatis
urn:cts:latinLit:stoa0040.stoa036,urn:cts:latinLit:stoa0040,Augustine,De Conjugiis Adulterinis
urn:cts:latinLit:stoa0040.stoa037,urn:cts:latinLit:stoa0040,Augustine,De Consensu Evangelistarum
urn:cts:latinLit:stoa0040.stoa037a,urn:cts:latinLit:stoa0040,Augustine,De Continentia
urn:cts:latinLit:stoa0040.stoa037c,urn:cts:latinLit:stoa0040,Augustine,De Cura pro Mortuis Gerenda ad Paulinum Episcopum
urn:cts:latinLit:stoa0040.stoa038a,urn:cts:latinLit:stoa0040,Augustine,De diuinatione daemonum
urn:cts:latinLit:stoa0040.stoa040,urn:cts:latinLit:stoa0040,Augustine,Du Duabus Animabus
urn:cts:latinLit:stoa0040.stoa041,urn:cts:latinLit:stoa0040,Augustine,De Fide et Operibus
urn:cts:latinLit:stoa0040.stoa042,urn:cts:latinLit:stoa0040,Augustine,De Genesi Ad Litteram Imperfectus Liber
urn:cts:latinLit:stoa0040.stoa042a,urn:cts:latinLit:stoa0040,Augustine,De Genesi Ad Litteram
urn:cts:latinLit:stoa0040.stoa044,urn:cts:latinLit:stoa0040,Augustine,De Gestis Pelagii
urn:cts:latinLit:stoa0040.stoa046,urn:cts:latinLit:stoa0040,Augustine,De Gratia Christi
urn:cts:latinLit:stoa0040.stoa050,urn:cts:latinLit:stoa0040,Augustine,De Mendacio
urn:cts:latinLit:stoa0040.stoa053,urn:cts:latinLit:stoa0040,Augustine,De Natura Boni
urn:cts:latinLit:stoa0040.stoa054,urn:cts:latinLit:stoa0040,Augustine,De Natura et Gratia
urn:cts:latinLit:stoa0040.stoa055,urn:cts:latinLit:stoa0040,Augustine,De Opere Monachorum
urn:cts:latinLit:stoa0040.stoa056,urn:cts:latinLit:stoa0040,Augustine,De Ordine
urn:cts:latinLit:stoa0040.stoa056a,urn:cts:latinLit:stoa0040,Augustine,De Nuptiis et Concupiscentia
urn:cts:latinLit:stoa0040.stoa056b,urn:cts:latinLit:stoa0040,Augustine,De Patientia
urn:cts:latinLit:stoa0040.stoa056c,urn:cts:latinLit:stoa0040,Augustine,De Peccato Originali
urn:cts:latinLit:stoa0040.stoa057,urn:cts:latinLit:stoa0040,Augustine,De Peccatorum Meritis et Remissione et de Baptismo Parvulorum
urn:cts:latinLit:stoa0040.stoa057a,urn:cts:latinLit:stoa0040,Augustine,De Perfectione Iustitiae Hominis
urn:cts:latinLit:stoa0040.stoa060,urn:cts:latinLit:stoa0040,Augustine,De Sancta Virginitate
urn:cts:latinLit:stoa0040.stoa062,urn:cts:latinLit:stoa0040,Augustine,De Spiritu et Littera
urn:cts:latinLit:stoa0040.stoa063,urn:cts:latinLit:stoa0040,Augustine,Liber de Unico Baptismo
urn:cts:latinLit:stoa0040.stoa064,urn:cts:latinLit:stoa0040,Augustine,De Utilitate Credendi
urn:cts:latinLit:stoa0040.stoa066c,urn:cts:latinLit:stoa0040,Augustine,Gesta cum Emerito Donatistarum Episcopum
urn:cts:latinLit:stoa0040.stoa070,urn:cts:latinLit:stoa0040,Augustine,Locutiones in Heptateuchum
urn:cts:latinLit:stoa0040.stoa070a,urn:cts:latinLit:stoa0040,Augustine,Libellus Adversus Fulgentium Donatistam
urn:cts:latinLit:stoa0040.stoa072,urn:cts:latinLit:stoa0040,Augustine,Psalmus Contra Partem Donati
urn:cts:latinLit:stoa0040.stoa074,urn:cts:latinLit:stoa0040,Augustine,Quaestiones in Heptateuchum
urn:cts:latinLit:stoa0040.stoa077,urn:cts:latinLit:stoa0040,Augustine,Retractationum
urn:cts:latinLit:stoa0040.stoa077c,urn:cts:latinLit:stoa0040,Augustine,Sermo ad Caesariensis Ecclesiae Plebem
urn:cts:latinLit:stoa0040.stoa077d,urn:cts:latinLit:stoa0040,Augustine,Sermo de Rusticiano subdiacono
urn:cts:latinLit:stoa0040.stoa080,urn:cts:latinLit:stoa0040,Augustine,Liber qui appellatur Speculum
urn:cts:latinLit:stoa0040.stoa080a,urn:cts:latinLit:stoa0040,Augustine,Liber de Divinis Scripturis sive Speculum quod fertur S. Augustini
urn:cts:latinLit:stoa0045.stoa001,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",De Bissula
urn:cts:latinLit:stoa0045.stoa002,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Caesares
urn:cts:latinLit:stoa0045.stoa003,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Cento Nuptialis
urn:cts:latinLit:stoa0045.stoa004,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Commemoratio Professorum Burdigalensium
urn:cts:latinLit:stoa0045.stoa005,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Cupido Cruciatus
urn:cts:latinLit:stoa0045.stoa006,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",De Herediolo
urn:cts:latinLit:stoa0045.stoa007,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Eclogarum Liber
urn:cts:latinLit:stoa0045.stoa008,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Ephemeris
urn:cts:latinLit:stoa0045.stoa009,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Epicedion in Patrem
urn:cts:latinLit:stoa0045.stoa010,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Epigrammaton Liber
urn:cts:latinLit:stoa0045.stoa011,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Epistulae
urn:cts:latinLit:stoa0045.stoa012,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Epitaphia
urn:cts:latinLit:stoa0045.stoa013,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Genethliacon ad Ausonium Nepotem
urn:cts:latinLit:stoa0045.stoa014,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Gratiarum Actio
urn:cts:latinLit:stoa0045.stoa015,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Griphus Ternarii Numeri
urn:cts:latinLit:stoa0045.stoa016,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Liber Protrepticus ad Nepotem
urn:cts:latinLit:stoa0045.stoa017,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",[Libri de Fastis] Conclusio
urn:cts:latinLit:stoa0045.stoa018,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Ludus Septem Sapientum
urn:cts:latinLit:stoa0045.stoa019,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Mosella
urn:cts:latinLit:stoa0045.stoa020,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Oratio Versibus Rhopalicis
urn:cts:latinLit:stoa0045.stoa021,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Ordo Urbium Nobilium
urn:cts:latinLit:stoa0045.stoa022,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Parentalia
urn:cts:latinLit:stoa0045.stoa025,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Praefatiunculae
urn:cts:latinLit:stoa0045.stoa026,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Precationes
urn:cts:latinLit:stoa0045.stoa027,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Versus Paschales Prosodic
urn:cts:latinLit:stoa0045.stoa028,urn:cts:latinLit:stoa0045,"Ausonius, Decimus Magnus",Technopaegnion
urn:cts:latinLit:stoa0045a.stoa001,urn:cts:latinLit:stoa0045a,Catholic Church. Pope,Epistulae imperatorum pontificum aliorum
urn:cts:latinLit:stoa0054.stoa001a,urn:cts:latinLit:stoa0054,Bede the Venerable,De Locis Santis
urn:cts:latinLit:stoa0058.stoa001,urn:cts:latinLit:stoa0058,Boethius,De consolatione philosophiae
urn:cts:latinLit:stoa0058.stoa003,urn:cts:latinLit:stoa0058,Boethius,Quomodo Substantiae in Eo Quod Sint Bonae Sint Cum Non Sint Substantialia Bona
urn:cts:latinLit:stoa0058.stoa006,urn:cts:latinLit:stoa0058,Boethius,De Fide Catholica
urn:cts:latinLit:stoa0058.stoa007,urn:cts:latinLit:stoa0058,Boethius,Commentaria in Porphyrium A Se Translatum
urn:cts:latinLit:stoa0058.stoa023,urn:cts:latinLit:stoa0058,Boethius,Liber De Persona et Duabus Naturis Contra Eutychen Et Nestorium
urn:cts:latinLit:stoa0058.stoa025,urn:cts:latinLit:stoa0058,Boethius,Quomodo Trinitas Unus Deus Ac Non Tres Dii (De Trinitate)
urn:cts:latinLit:stoa0058.stoa028,urn:cts:latinLit:stoa0058,Boethius,Utrum Pater Et Filius Ac Spiritus Sanctus De Divinitate Substantialiter Praedicentur Liber
urn:cts:latinLit:stoa0076c.stoa001,urn:cts:latinLit:stoa0076c,"Cassian, John",Conlationes Patrum (Collationibus)
urn:cts:latinLit:stoa0076c.stoa002,urn:cts:latinLit:stoa0076c,"Cassian, John",Institutiones
urn:cts:latinLit:stoa0076c.stoa003,urn:cts:latinLit:stoa0076c,"Cassian, John",De Incarnatione Domini Contra Nestorum
urn:cts:latinLit:stoa0089.stoa001,urn:cts:latinLit:stoa0089,Claudian,Carminum minorum corpusculum
urn:cts:latinLit:stoa0089.stoa002,urn:cts:latinLit:stoa0089,Claudian,de bello Gildonico
urn:cts:latinLit:stoa0089.stoa003,urn:cts:latinLit:stoa0089,Claudian,de Bello Gothico
urn:cts:latinLit:stoa0089.stoa004,urn:cts:latinLit:stoa0089,Claudian,de consulatu Stilichonis
urn:cts:latinLit:stoa0089.stoa005,urn:cts:latinLit:stoa0089,Claudian,de raptu Proserpinae
urn:cts:latinLit:stoa0089.stoa006,urn:cts:latinLit:stoa0089,Claudian,Epithalamium de nuptiis Honorii Augusti
urn:cts:latinLit:stoa0089.stoa007,urn:cts:latinLit:stoa0089,Claudian,Fescinnina de nuptiis Honorii Augusti
urn:cts:latinLit:stoa0089.stoa008,urn:cts:latinLit:stoa0089,Claudian,In Eutropium
urn:cts:latinLit:stoa0089.stoa009,urn:cts:latinLit:stoa0089,Claudian,In Rufinum
urn:cts:latinLit:stoa0089.stoa010,urn:cts:latinLit:stoa0089,Claudian,Panegyricus de tertio consulatu Honorii Augusti
urn:cts:latinLit:stoa0089.stoa011,urn:cts:latinLit:stoa0089,Claudian,Panegyricus de quarto consulatu Honorii Augusti
urn:cts:latinLit:stoa0089.stoa012,urn:cts:latinLit:stoa0089,Claudian,Panegyricus de sexto consulatu Honorii Augusti
urn:cts:latinLit:stoa0089.stoa013,urn:cts:latinLit:stoa0089,Claudian,Panegyricus dictus Manlio Theodoro consuli
urn:cts:latinLit:stoa0089.stoa014,urn:cts:latinLit:stoa0089,Claudian,Panegyricus dictus Probino et Olybrio consulibus
urn:cts:latinLit:stoa0089a.stoa001,urn:cts:latinLit:stoa0089a,Claudianus Mamertus,De Statu Animae
urn:cts:latinLit:stoa0089a.stoa002,urn:cts:latinLit:stoa0089a,Claudianus Mamertus,Epistolae
urn:cts:latinLit:stoa0096.stoa003,urn:cts:latinLit:stoa0096,Commodianus,Instructiones
urn:cts:latinLit:stoa0096.stoa004,urn:cts:latinLit:stoa0096,Commodianus,Carmen Apologeticum
urn:cts:latinLit:stoa0104a.stoa001,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",Ad Donatum
urn:cts:latinLit:stoa0104a.stoa002,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",Ad Demetrianum
urn:cts:latinLit:stoa0104a.stoa003,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",De Bono Patientiae
urn:cts:latinLit:stoa0104a.stoa004,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",De Disciplina et Habitu Virginum Liber
urn:cts:latinLit:stoa0104a.stoa005,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",De Exhortatione Martyrii
urn:cts:latinLit:stoa0104a.stoa006,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",Quod Idola Dii non sint
urn:cts:latinLit:stoa0104a.stoa007,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",De Lapsis
urn:cts:latinLit:stoa0104a.stoa008,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",De Mortalite
urn:cts:latinLit:stoa0104a.stoa009,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",De Opere et Eleemosynis
urn:cts:latinLit:stoa0104a.stoa010,urn:cts:latinLit:stoa0104a,"Cyprian Saint, Bishop of Carthage",De Unitate Ecclesiae Catholicae Liber
